"N","XRF","XBART","SRF","SBART","TRF","TBART"
5000,0.921483024968953,0.859393146193051,0.0416574990441168,0.0249877643591943,16.2554222392309,3.68511434472812
10000,1.00792226132836,0.237911375262706,0.0426527481916356,0.0596895957534249,15.4713575614351,2.89450092412385
20000,0.410721527440396,0.262179804981765,0.0216697107851521,0.0452625194533809,9.63278520917354,2.02256278580664
1e+05,0.112819143234771,0.0230618439042876,0.0139451976148475,0.00180814410622874,4.72248198981276,1.8042953083678
