"N","XRF","XBART","SRF","SBART","TRF","TBART"
5000,7.43658966196138,35.8892532456186,20.8260385814291,1.18282234109913,31.9160930511205,50.0525548805758
10000,4.3142807443227,16.9948604017231,19.8548164613415,0.908791511844759,41.2730299237118,24.2857896188024
20000,3.07799733958105,6.74057212512128,18.3308494351565,1.39794030850325,32.6507777151633,10.3830252300859
1e+05,2.99036776793623,2.18648659331534,20.7236596270943,1.49810682905892,26.8678005353306,4.07244175663177
