"N","XRF","XBART","SRF","SBART","TRF","TBART"
5000,0.00480594372217265,0.0636312224720753,0.000381612602927812,0.00247516484258165,0.0242461137512857,0.10179309392549
10000,0.00482150604121347,0.041507895962007,0.000259327601462268,0.00200844594666645,0.0150072965855001,0.0510859088763157
20000,0.0024220595018451,0.0267056140466058,0.000265366266823449,0.000592084690065876,0.0118747618995088,0.0371247702457481
