"N","XRF","XBART","SRF","SBART","TRF","TBART"
5000,0.0145489225335289,0.0750164715300284,0.0535930714220424,0.0703582898214344,0.0180061058153404,0.0893982336668921
10000,0.00772495839334097,0.0464129938615777,0.0139805016195229,0.0284792923729287,0.0120496545581327,0.063258588155258
20000,0.011806199758674,0.0321508043025683,0.00802787670863836,0.0189163468944433,0.011694722333014,0.0355050674671493
