"N","XRF","XBART","SRF","SBART","TRF","TBART"
5000,6.19024131091161,89.2332946290937,0.0361309935075878,1.06573339373665,39.2129125341273,241.810602174411
10000,3.76379312170277,47.3721774905568,0.0306110716739171,0.324507499065753,32.0872786955719,196.112975307989
20000,3.52911301433872,23.7497542731433,0.0233629329574816,0.3258872917971,22.2505679152468,190.726471301747
1e+05,1.30665595286861,24.3459545836497,0.0187111842590534,0.163843461482752,16.1352799350271,132.269715804714
