"N","XRF","XBART","SRF","SBART","TRF","TBART"
5000,6.14623487183553,89.2332946290937,0.0361311024836896,1.06573339373665,39.2129070752869,241.810602174411
10000,3.79262016905068,47.3721774905568,0.0306108675584717,0.324507499065753,32.0872817635673,196.112975307989
20000,3.57565296465011,23.7497542731433,0.0233630989003084,0.3258872917971,22.2505664994444,190.726471301747
1e+05,1.29689896541266,24.3459545836497,0.0187113032484482,0.163843461482752,16.1352764182746,132.269715804714
