"N","XRF","XBART","SRF","SBART","TRF","TBART"
5000,2710.00714449826,121.883127125129,3131.08688583483,175.878449791126,2514.83878129255,183.957819969372
10000,3201.45674243972,64.7623107012036,3194.20514982521,108.425671319698,3513.10255255903,134.110651933988
20000,1827.2796684687,38.9817804012688,1993.04304648843,80.5335070352977,1852.3730911754,96.1279171209328
1e+05,1245.86757305754,26.702572667931,1571.60684531379,45.4313691458624,1572.89699617228,66.9375399795548
