"N","XRF","XBART","SRF","SBART","TRF","TBART"
5000,7.50612818895097,35.8892532456186,20.8260387426978,1.18282234109913,31.9160897758591,50.0525548805758
10000,4.30837812417944,16.9948604017231,19.85481637961,0.908791511844759,41.2730296446447,24.2857896188024
20000,3.07752812055247,6.74057212512128,18.3308502266058,1.39794030850325,32.6507747898466,10.3830252300859
1e+05,2.97893737475313,2.18648659331534,20.7236588989182,1.49810682905892,26.8677982336668,4.07244175663177
